original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,amt,tot_payments,orig_vendor,exempt_status,adv_or_exempt,profit_status
1720069,172006901,PLANNING & DEVELOPMENT,Pennsylvania Community Real Estate Corporation,Housing & Economic Development,HOPWA RENTAL ASSISTANCE,7/1/2017,9/30/2017,0,250000.00,0.00,Pennsylvania Community Real Estate Corporation,09,EXEMPT,Non Profit
1720300,172030002,PLANNING & DEVELOPMENT,Pennsylvania Horticultural Society,Housing & Economic Development,Land Care,7/1/2016,12/31/2017,91,3397000.00,3114199.00,Pennsylvania Horticultural Society,09,EXEMPT,Non Profit
1820104,1820104,PLANNING & DEVELOPMENT,Pennsylvania Horticultural Society,Housing & Economic Development,Vacant Land Management,7/1/2017,6/30/2018,272,3397000.00,0.00,Pennsylvania Horticultural Society,09,EXEMPT,Non Profit
1720162,1720162,PLANNING & DEVELOPMENT,Philadelphia Council For Community Advancement,Housing & Economic Development,HOUSING COUNSELING,9/1/2016,8/31/2017,0,293280.00,290927.00,Philadelphia Council For Community Advancement,09,EXEMPT,Non Profit
1520119,152011903,PLANNING & DEVELOPMENT,Philadelphia Housing Development Corporation,Housing & Economic Development,Program Services,7/1/2017,6/30/2018,272,0.00,0.00,Philadelphia Housing Development Corporation,08,EXEMPT,Non Profit
1620047,162004703,PLANNING & DEVELOPMENT,Philadelphia Housing Development Corporation,Housing & Economic Development,Program Services,7/1/2017,6/30/2018,272,0.00,0.00,Philadelphia Housing Development Corporation,09,EXEMPT,Non Profit
1720208,172020801,PLANNING & DEVELOPMENT,Philadelphia Housing Development Corporation,Housing & Economic Development,OPERATING COSTS,5/1/2017,12/31/2017,91,3000000.00,365200.00,Philadelphia Housing Development Corporation,08,EXEMPT,Non Profit
1720209,172020901,PLANNING & DEVELOPMENT,Philadelphia Housing Development Corporation,Housing & Economic Development,Program Services,7/1/2017,6/30/2018,272,10000000.00,243431.55,Philadelphia Housing Development Corporation,08,EXEMPT,Non Profit
1820188,1820188,PLANNING & DEVELOPMENT,Philadelphia Housing Development Corporation,Housing & Economic Development,OPERATING COSTS,7/1/2017,6/30/2018,272,11000000.00,0.00,Philadelphia Housing Development Corporation,08,EXEMPT,Non Profit
1820190,1820190,PLANNING & DEVELOPMENT,Philadelphia Housing Development Corporation,Housing & Economic Development,PROGRAM SERVICES,7/1/2017,6/30/2018,272,13000000.00,0.00,Philadelphia Housing Development Corporation,08,EXEMPT,Non Profit
1620174,162017403,PLANNING & DEVELOPMENT,Philadelphia Mural Arts Advocates,Housing & Economic Development,Public Improvements,7/1/2017,12/31/2017,91,0.00,0.00,Philadelphia Mural Arts Advocates,09,EXEMPT,Non Profit
1720626,1720626,PLANNING & DEVELOPMENT,Philadelphia Mural Arts Advocates,Housing & Economic Development,Art Program.Tacony,1/1/2017,12/31/2017,91,141400.00,34664.00,Philadelphia Mural Arts Advocates,09,EXEMPT,Non Profit
1720194,1720194,PLANNING & DEVELOPMENT,Philadelphia Senior Center,Housing & Economic Development,Housing Counseling,9/1/2016,8/31/2017,0,75000.00,58774.00,Philadelphia Senior Center,09,EXEMPT,Non Profit
1720176,172017601,PLANNING & DEVELOPMENT,Philadelphia VIP,Housing & Economic Development,Vacancy Prevention,7/1/2017,12/31/2017,91,20000.00,0.00,Philadelphia VIP,09,EXEMPT,Non Profit
1720275,1720275,PLANNING & DEVELOPMENT,Philadelphia Youth for Change Charter School,Housing & Economic Development,Job Training,9/1/2016,8/31/2017,0,300000.00,275312.00,Philadelphia Youth for Change Charter School,09,EXEMPT,Non Profit
1720137,172013701,PLANNING & DEVELOPMENT,Public Health Management Corporation,Housing & Economic Development,Emergency Payments,7/1/2017,9/30/2017,0,25000.00,0.00,Public Health Management Corporation,09,EXEMPT,Non Profit
1720589,1720589,PLANNING & DEVELOPMENT,Public Health Management Corporation,Housing & Economic Development,Choice Case Management,1/1/2017,12/31/2017,91,407764.00,255746.00,Public Health Management Corporation,09,EXEMPT,Non Profit
1520222,152022203,PLANNING & DEVELOPMENT,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,RDA Program Services,7/1/2017,6/30/2018,272,10000000.00,499500.00,Redevelopment Authority of the City of Philadelphia,08,EXEMPT,Non Profit
1720048,172004801,PLANNING & DEVELOPMENT,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,Choice Neighborhoods,7/1/2017,6/30/2018,272,0.00,0.00,Redevelopment Authority of the City of Philadelphia,08,EXEMPT,Non Profit
1720086,1720086,PLANNING & DEVELOPMENT,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,RDA NAC Contract,10/1/2016,9/30/2017,0,1440000.00,1060775.00,Redevelopment Authority of the City of Philadelphia,08,EXEMPT,Non Profit
1720760,1720760,PLANNING & DEVELOPMENT,"Reinvestment Fund, Inc.",Housing & Economic Development,PolicyMap,11/1/2016,10/31/2017,30,7000.00,7000.00,"Reinvestment Fund, Inc.",09,EXEMPT,Non Profit
1720802,1720802,PLANNING & DEVELOPMENT,"Reinvestment Fund, Inc.",Housing & Economic Development,Reverse Mortgage Study,6/1/2017,12/31/2017,91,20000.00,0.00,"Reinvestment Fund, Inc.",09,EXEMPT,Non Profit
1820018,1820018,PLANNING & DEVELOPMENT,Resources for Human Development Inc,Housing & Economic Development,RRH RENTAL ASSISTANCE,7/1/2017,6/30/2018,272,229825.00,0.00,Resources for Human Development Inc,09,EXEMPT,Non Profit
1720289,1720289,PLANNING & DEVELOPMENT,Southwest Community Development Corporation,Housing & Economic Development,Housing Counseling,9/1/2016,8/31/2017,0,120320.00,103817.00,Southwest Community Development Corporation,09,EXEMPT,Non Profit
1720005,172000501,PLANNING & DEVELOPMENT,Temple University,Housing & Economic Development,Choice After School Pgm,7/1/2017,6/30/2018,272,343465.00,0.00,Temple University,09,EXEMPT,Non Profit
1720187,1720187,PLANNING & DEVELOPMENT,Unemployment Information Center,Housing & Economic Development,Housing Counseling,10/1/2016,9/30/2017,0,362840.00,315484.00,Unemployment Information Center,09,EXEMPT,Non Profit
1720198,172019801,PLANNING & DEVELOPMENT,Utility Emergency Services Fund,Housing & Economic Development,Utility Assistance,7/1/2017,10/31/2017,30,0.00,0.00,Utility Emergency Services Fund,09,EXEMPT,Non Profit
1820107,1820107,PLANNING & DEVELOPMENT,Utility Emergency Services Fund,Housing & Economic Development,Utility Assistance,7/1/2017,6/30/2018,272,1070000.00,100000.00,Utility Emergency Services Fund,08,EXEMPT,Non Profit
1720197,1720197,PLANNING & DEVELOPMENT,West Oak Lane Community Development Corporation,Housing & Economic Development,Housing Counseling,10/1/2016,9/30/2017,0,144760.00,121806.00,West Oak Lane Community Development Corporation,09,EXEMPT,Non Profit
1620159,162015901,PLANNING & DEVELOPMENT,"Whitman, Requardt and Associates, LLP",Architect and Engineer Svcs,Renewal,10/5/2016,10/4/2017,3,0.00,16923.53,"Whitman, Requardt and Associates, LLP",01,ADVERTISED,For Profit
1620372,162037201,POLICE,ASPITE INC,General Consultant Services,SALVORS,12/1/2016,11/30/2017,60,0.00,0.00,ASPITE INC,01,ADVERTISED,For Profit
1420456,142045603,POLICE,"Bode Cellmark Forensics, Inc.",General Consultant Services,Biological Screening,2/1/2017,1/31/2018,122,650000.00,0.00,"Bode Cellmark Forensics, Inc.",01,ADVERTISED,For Profit
1620367,162036701,POLICE,"Daves Delaware Valley Towing, Inc",General Consultant Services,SALVORS,12/1/2016,11/30/2017,60,0.00,0.00,"Daves Delaware Valley Towing, Inc",01,ADVERTISED,For Profit
1520111,152011104,POLICE,"Drugscan, Inc.",General Consultant Services,Drug and Alcohol Testing,7/1/2017,6/30/2018,272,600000.00,54340.00,"Drugscan, Inc.",01,ADVERTISED,For Profit
1420337,142033703,POLICE,"Emelle Me, LLC",Computer and Information Svcs,website,10/1/2016,9/30/2017,0,75000.00,0.00,"Emelle Me, LLC",01,ADVERTISED,For Profit
1620386,162038601,POLICE,Freddie's Auto Parts Inc,General Consultant Services,SALVORS,12/1/2016,11/30/2017,60,0.00,0.00,Freddie's Auto Parts Inc,01,ADVERTISED,For Profit
1720734,1720734,POLICE,"Harvey G Doppelt, PHD",General Consultant Services,Psychological Evaluations,4/19/2017,4/18/2018,199,32001.00,0.00,"Harvey G Doppelt, PHD",01,ADVERTISED,For Profit
1620406,162040601,POLICE,JAMISON'S PHILADELPHIA TOWING,General Consultant Services,SALVORS,12/1/2016,11/30/2017,60,0.00,0.00,JAMISON'S PHILADELPHIA TOWING,01,ADVERTISED,For Profit
1520513,152051302,POLICE,James J Hall Horseshoeing,General Consultant Services,hosreshoeing services,3/9/2017,3/8/2018,158,33000.00,4690.00,James J Hall Horseshoeing,01,ADVERTISED,For Profit
1620368,162036801,POLICE,"Jim's Auto Recycling, Inc",General Consultant Services,SALVORS,12/1/2016,11/30/2017,60,0.00,0.00,"Jim's Auto Recycling, Inc",01,ADVERTISED,For Profit
1620366,162036601,POLICE,Joseph F Parente dba Morton Towing & Recovery,General Consultant Services,SALVORS,12/1/2016,11/30/2017,60,0.00,0.00,Joseph F Parente dba Morton Towing & Recovery,01,ADVERTISED,For Profit
1620369,162036901,POLICE,K & A Auto Salvage,General Consultant Services,SALVORS,12/1/2016,11/30/2017,60,0.00,0.00,K & A Auto Salvage,01,ADVERTISED,For Profit
1720733,1720733,POLICE,"Karyn L. Scher, Ph. D.",General Consultant Services,Psychological Evaluations,4/19/2017,4/18/2018,199,48000.00,17000.00,"Karyn L. Scher, Ph. D.",01,ADVERTISED,For Profit
1520511,152051102,POLICE,"Keystone Intelligence Network, Inc.",General Consultant Services,Polygraph Testing,3/6/2017,3/5/2018,155,84000.00,34800.00,"Keystone Intelligence Network, Inc.",01,ADVERTISED,For Profit
1620070,162007002,POLICE,Omega Laboratories,General Consultant Services,Hair Testing,7/1/2017,6/30/2018,272,35000.00,0.00,Omega Laboratories,01,ADVERTISED,For Profit
1620371,162037101,POLICE,"Orthodox Auto Co, Inc",General Consultant Services,SALVORS,12/1/2016,11/30/2017,60,0.00,0.00,"Orthodox Auto Co, Inc",01,ADVERTISED,For Profit
1620365,162036501,POLICE,Philadelphia Towing & Transport,General Consultant Services,SALVORS,12/1/2016,11/30/2017,60,0.00,0.00,Philadelphia Towing & Transport,01,ADVERTISED,For Profit
1620348,162034801,POLICE,"Shaw Towing, Inc",General Consultant Services,SALVORS,12/1/2016,11/30/2017,60,0.00,0.00,"Shaw Towing, Inc",01,ADVERTISED,For Profit
1720331,1720331,POLICE,"Sorenson Forensics, LLC",General Consultant Services,Lean Six Sigma Analysis,8/1/2016,7/31/2017,0,125000.00,92500.00,"Sorenson Forensics, LLC",01,ADVERTISED,For Profit
1620370,162037001,POLICE,"Steffa Metals Co, Inc",General Consultant Services,SALVORS,12/1/2016,11/30/2017,60,0.00,0.00,"Steffa Metals Co, Inc",01,ADVERTISED,For Profit
1420457,142045703,POLICE,"Strand Diagnostics, LLC",General Consultant Services,Biological screening,2/1/2017,1/31/2018,122,115000.00,0.00,"Strand Diagnostics, LLC",01,ADVERTISED,Non Profit
1620285,162028501,POLICE,Temple University,General Consultant Services,Smart Policing Initiative,11/2/2016,11/1/2017,31,0.00,11128.56,Temple University,03,EXEMPT,Non Profit
1720279,172027901,POLICE,"University of Pennsylvania, Trustees of the",General Consultant Services,Employee Assist Program,7/1/2017,6/30/2018,272,0.00,0.00,"University of Pennsylvania, Trustees of the",01,ADVERTISED,Non Profit
1720311,1720311,POLICE,"University of Pennsylvania, Trustees of the",General Consultant Services,Canine Veterinary Service,7/14/2016,7/13/2017,0,70000.00,61721.20,"University of Pennsylvania, Trustees of the",01,ADVERTISED,Non Profit
1720311,172031101,POLICE,"University of Pennsylvania, Trustees of the",General Consultant Services,Canine Veterinary Svcs.,7/14/2017,7/13/2018,285,70000.00,0.00,"University of Pennsylvania, Trustees of the",01,ADVERTISED,Non Profit
1720732,1720732,POLICE,Wolanin Consulting and Assessment Inc.,General Consultant Services,Psychological Evaluations,4/19/2017,4/18/2018,199,37000.00,0.00,Wolanin Consulting and Assessment Inc.,01,ADVERTISED,For Profit
MPXX18000093,MPXX18000093,POLICE,Wolanin Consulting and Assessment Inc.,Miscellaneous Order,Lead Psychologist,7/1/2017,6/30/2018,272,25000.00,0.00,Wolanin Consulting and Assessment Inc.,102,EXEMPT,For Profit
1620435,162043501,PRISONS,"America Works of Pennsylvania, Inc.",General Consultant Services,RISE/2nd Chance Grants,4/1/2017,9/30/2017,0,32991.00,0.00,"America Works of Pennsylvania, Inc.",01,ADVERTISED,Non Profit
MPXX18000126,MPXX18000126,PRISONS,Anthony H. Scott,Miscellaneous Order,Chaplaincy Services,8/1/2017,6/30/2018,272,8632.50,2617.50,Anthony H. Scott,102,EXEMPT,For Profit
MPXX18000139,MPXX18000139,PRISONS,Carmelo Urena,Miscellaneous Order,chaplaincy services,7/1/2017,6/30/2018,272,7200.00,0.00,Carmelo Urena,102,EXEMPT,For Profit
MPXX18000128,MPXX18000128,PRISONS,Christopher Collick,Miscellaneous Order,chaplaincy services,7/1/2017,6/30/2018,272,10800.00,975.00,Christopher Collick,102,EXEMPT,For Profit
1520449,152044902,PRISONS,Community Education Centers,General Consultant Services,off-site housing,1/1/2017,12/31/2017,91,8466290.00,379887.00,Community Education Centers,01,ADVERTISED,For Profit
1820041,1820041,PRISONS,Corizon Health Inc,General Consultant Services,inmate physical healthcar,7/1/2017,6/30/2018,272,49503687.00,12003173.01,Corizon Health Inc,01,ADVERTISED,For Profit
1620087,162008702,PRISONS,County Commissioners Assoc. of Pennsylvania d/b/a PIMCC,General Consultant Services,third party billing,7/1/2017,6/30/2018,272,1233438.00,0.00,County Commissioners Assoc. of Pennsylvania d/b/a PIMCC,09,EXEMPT,Non Profit
MPXX18000135,MPXX18000135,PRISONS,Edward J. Dymek,Miscellaneous Order,Chaplaincy Services,7/1/2017,6/30/2018,272,7200.00,600.00,Edward J. Dymek,102,EXEMPT,For Profit
MPXX18000125,MPXX18000125,PRISONS,Freda Grant,Miscellaneous Order,chaplaincy services,7/1/2017,6/30/2018,272,8081.25,2448.75,Freda Grant,102,EXEMPT,For Profit
1820057,1820057,PRISONS,"GD Correctional, LLC",General Consultant Services,inmate & staff food servi,7/1/2017,6/30/2018,272,13952653.00,2668580.08,"GD Correctional, LLC",01,ADVERTISED,For Profit
MPXX18000136,MPXX18000136,PRISONS,IN HIS SERVICE INC.,Miscellaneous Order,chaplaincy services,7/1/2017,6/30/2018,272,7200.00,1500.00,IN HIS SERVICE INC.,102,EXEMPT,Non Profit
1620086,162008602,PRISONS,Impact Services Corporation,General Consultant Services,ID SERVICES,7/1/2017,6/30/2018,272,75000.00,0.00,Impact Services Corporation,09,EXEMPT,Non Profit
MPXX18000132,MPXX18000132,PRISONS,Jerome Smith,Miscellaneous Order,chaplaincy services,7/1/2017,6/30/2018,272,7200.00,165.00,Jerome Smith,102,EXEMPT,For Profit
MPXX18000137,MPXX18000137,PRISONS,Joanne M. Taylor,Miscellaneous Order,chaplaincy services,7/1/2017,6/30/2018,272,10800.00,2115.00,Joanne M. Taylor,102,EXEMPT,For Profit
MPXX18000095,MPXX18000095,PRISONS,John Burke,Miscellaneous Order,director of chaplaincy,7/10/2017,6/30/2018,272,22396.80,3732.80,John Burke,01,ADVERTISED,For Profit
1620023,162002302,PRISONS,Keefe Commissary Network LLC,General Consultant Services,commissary services,7/1/2017,6/30/2018,272,0.00,0.00,Keefe Commissary Network LLC,01,ADVERTISED,For Profit
1520564,152056402,PRISONS,Lehigh County,General Consultant Services,offsite housing,4/1/2017,3/31/2018,181,1084050.00,238350.00,Lehigh County,09,EXEMPT,Non Profit
1820042,1820042,PRISONS,"MHM Correctional Services, Inc.",General Consultant Services,behavioral healthcare,7/1/2017,6/30/2018,272,13488450.00,0.00,"MHM Correctional Services, Inc.",01,ADVERTISED,For Profit
1720615,1720615,PRISONS,Maternity Care Coalition,General Consultant Services,parenting classes,1/1/2017,12/31/2017,91,125000.00,62500.00,Maternity Care Coalition,01,ADVERTISED,Non Profit
1720596,1720596,PRISONS,"Matthew Bender Co., Inc.",Computer and Information Svcs,law library materials,12/1/2016,11/30/2017,60,34800.00,20299.93,"Matthew Bender Co., Inc.",01,ADVERTISED,For Profit
1820252,1820252,PRISONS,New Leash on Life USA,General Consultant Services,Training Program,9/1/2017,8/31/2018,334,100000.00,0.00,New Leash on Life USA,01,ADVERTISED,Non Profit
MPXX18000096,MPXX18000096,PRISONS,Omega Laboratories,Miscellaneous Order,hair testing,7/10/2017,6/30/2018,272,25000.00,0.00,Omega Laboratories,01,ADVERTISED,For Profit
1620163,162016302,PRISONS,One Village Farm,General Consultant Services,training services,9/1/2016,8/31/2017,0,122020.00,138810.70,One Village Farm,01,ADVERTISED,For Profit
1620164,162016402,PRISONS,Pennsylvania Horticultural Society,General Consultant Services,greenhouse training progr,3/1/2017,8/31/2017,0,90000.00,0.00,Pennsylvania Horticultural Society,01,ADVERTISED,Non Profit
1720757,1720757,PRISONS,Philadelphia Mural Arts Advocates,General Consultant Services,ARTS TRAINING,5/1/2017,4/30/2018,211,100000.00,0.00,Philadelphia Mural Arts Advocates,01,ADVERTISED,Non Profit
MPXX18000138,MPXX18000138,PRISONS,Province of St. Augustine Padre Pio Friary,Miscellaneous Order,chaplaincy services,7/1/2017,6/30/2018,272,10800.00,1575.00,Province of St. Augustine Padre Pio Friary,102,EXEMPT,Non Profit
MPXX18000203,MPXX18000203,PRISONS,Ronald Muse,Miscellaneous Order,chaplaincy services,7/1/2017,6/30/2018,272,7200.00,1350.00,Ronald Muse,102,EXEMPT,For Profit
MPXX18000130,MPXX18000130,PRISONS,Ronald Nathaniel Bayne,Miscellaneous Order,chaplaincy services,7/1/2017,6/30/2018,272,7200.00,1012.50,Ronald Nathaniel Bayne,102,EXEMPT,For Profit
MPXX18000159,MPXX18000159,PRISONS,Transformation Yoga Project,Miscellaneous Order,wellness programs,9/10/2017,6/30/2018,272,32000.00,0.00,Transformation Yoga Project,01,ADVERTISED,Non Profit
MPXX18000052,MPXX18000052,PRISONS,"University of Pennsylvania, Trustees of the",Miscellaneous Order,Employee Critical Inciden,7/1/2017,6/30/2018,272,15000.00,15000.00,"University of Pennsylvania, Trustees of the",102,EXEMPT,Non Profit
MPXX18000134,MPXX18000134,PRISONS,Wanda Morrissette,Miscellaneous Order,chaplaincy services,7/1/2017,6/30/2018,272,10800.00,1200.00,Wanda Morrissette,102,EXEMPT,For Profit
1520486,152048604,PRISONS,"Why Not Prosper, Inc.",General Consultant Services,Off Site Housing,7/1/2017,8/31/2017,0,39000.00,31789.83,"Why Not Prosper, Inc.",09,EXEMPT,Non Profit
1520012,152001201,PROCUREMENT,"Bicycle Transit Systems, Inc.",General Consultant Services,Bkie Share Program,7/1/2014,6/30/2018,272,4806741.00,4732545.04,"Bicycle Transit Systems, Inc.",01,ADVERTISED,For Profit
1620531,162053101,PROCUREMENT,Vista Auctions LLC (dba Procurex Inc.),General Consultant Services,Reverse Auctions,6/30/2017,6/29/2018,271,0.00,0.00,Vista Auctions LLC (dba Procurex Inc.),01,ADVERTISED,For Profit
1620301,162030101,PROCUREMENT,"municibid.com, LLC",General Consultant Services,Internet Auction Sales,1/1/2017,12/31/2017,91,0.00,0.00,"municibid.com, LLC",01,ADVERTISED,For Profit
1720631,1720631,PUBLIC PROPERTY,"A K Architecture, LLC",Architect and Engineer Svcs,HC 3&9 PUB ELEV INSTALL,2/1/2017,1/31/2020,852,141352.00,12027.60,"A K Architecture, LLC",01,ADVERTISED,For Profit
MPXX18000090,MPXX18000090,PUBLIC PROPERTY,American Outback Adventures and Events,Miscellaneous Order,teambuilding training,7/13/2017,6/30/2018,272,8000.00,8000.00,American Outback Adventures and Events,102,EXEMPT,For Profit
1720789,1720789,PUBLIC PROPERTY,"Arora Engineers, Inc",Architect and Engineer Svcs,Engineering Requirements,5/31/2017,5/30/2018,241,350000.00,0.00,"Arora Engineers, Inc",01,ADVERTISED,For Profit
1620323,162032301,PUBLIC PROPERTY,AthenianRazak LLC,General Consultant Services,Owner's Representative,1/4/2017,1/3/2018,94,0.00,0.00,AthenianRazak LLC,01,ADVERTISED,For Profit
1420210,142021003,PUBLIC PROPERTY,Atkin Olshin Schade Architects,Architect and Engineer Svcs,Stenton Park Bldg Site,2/1/2017,1/31/2018,122,4964.35,0.00,Atkin Olshin Schade Architects,01,ADVERTISED,For Profit
1620322,162032203,PUBLIC PROPERTY,"BFW Group, LLC",General Consultant Services,Owner's Rep Svcs for DPP,1/4/2017,1/3/2018,94,300000.00,78584.98,"BFW Group, LLC",01,ADVERTISED,For Profit
1520238,1520238,PUBLIC PROPERTY,"Bard, Rao + Athanas Consulting Engineers",General Consultant Services,Center for Law Bldg Comm,8/29/2014,4/27/2018,208,627000.00,0.00,"Bard, Rao + Athanas Consulting Engineers",01,ADVERTISED,For Profit
1720620,1720620,PUBLIC PROPERTY,Blackney Hayes Architects,Architect and Engineer Svcs,Stenton Perimeter Heating,2/1/2017,1/31/2020,852,59785.00,0.00,Blackney Hayes Architects,01,ADVERTISED,For Profit
1620303,162030301,PUBLIC PROPERTY,Bolender Architects,Architect and Engineer Svcs,Health Center 10 Elevator,1/1/2017,12/31/2017,91,24847.00,17295.00,Bolender Architects,01,ADVERTISED,For Profit
1020427,102042705,PUBLIC PROPERTY,Buell Kratzer Powell,Architect and Engineer Svcs,Woodstock Shelter Facade,1/1/2017,12/31/2017,91,0.00,0.00,Buell Kratzer Powell,01,ADVERTISED,For Profit
1320610,132061004,PUBLIC PROPERTY,Buell Kratzer Powell,Architect and Engineer Svcs,Impala Cafe Exterior,12/17/2016,12/16/2017,76,0.00,0.00,Buell Kratzer Powell,01,ADVERTISED,For Profit
1620267,1620267,PUBLIC PROPERTY,Buell Kratzer Powell,Architect and Engineer Svcs,Bridesburg Rec Pool,1/1/2016,6/30/2018,272,128400.00,85982.50,Buell Kratzer Powell,01,ADVERTISED,For Profit
1720795,1720795,PUBLIC PROPERTY,Buell Kratzer Powell,Architect and Engineer Svcs,Architectural Req Contrac,6/15/2017,6/14/2018,256,350000.00,0.00,Buell Kratzer Powell,01,ADVERTISED,For Profit
1620432,1620432,PUBLIC PROPERTY,CICADA Architecture/Planning,Architect and Engineer Svcs,Mann OAC / Rivera RC,3/15/2016,8/14/2018,317,498975.00,169701.40,CICADA Architecture/Planning,01,ADVERTISED,For Profit
1720765,1720765,PUBLIC PROPERTY,"CSA Central, Inc.",Architect and Engineer Svcs,Engineering Requirements,5/31/2017,5/30/2018,241,350000.00,0.00,"CSA Central, Inc.",01,ADVERTISED,For Profit
1720390,1720390,PUBLIC PROPERTY,Cecil Baker & Partners,Architect and Engineer Svcs,Engine 37 Expansion,10/31/2016,2/28/2019,515,577500.00,144375.00,Cecil Baker & Partners,01,ADVERTISED,For Profit
1720798,1720798,PUBLIC PROPERTY,Claflen Associates Architects & Planners,Architect and Engineer Svcs,Architectural Req Contrac,6/15/2017,6/14/2018,256,350000.00,0.00,Claflen Associates Architects & Planners,01,ADVERTISED,For Profit
1420588,1420588,PUBLIC PROPERTY,Daniel J. Keating Company,General Consultant Services,Center for Law CM Service,6/30/2014,6/29/2018,271,7514388.00,0.00,Daniel J. Keating Company,01,ADVERTISED,For Profit
1420571,142057104,PUBLIC PROPERTY,"Duffield Associates, Inc.",Architect and Engineer Svcs,Environmental Engineering,6/30/2017,6/29/2018,271,0.00,207.90,"Duffield Associates, Inc.",01,ADVERTISED,For Profit
1720337,1720337,PUBLIC PROPERTY,"Ewing Cole, Inc.",Architect and Engineer Svcs,CJC Elevator Rehab,10/1/2016,4/30/2019,576,434990.00,192623.28,"Ewing Cole, Inc.",01,ADVERTISED,For Profit
1420552,142055204,PUBLIC PROPERTY,"Gilmore & Associates, Inc.",Architect and Engineer Svcs,FY14 LS Arch Svcs Req Con,6/30/2017,6/29/2018,271,400000.00,0.00,"Gilmore & Associates, Inc.",01,ADVERTISED,For Profit
1620203,1620203,PUBLIC PROPERTY,"Gilmore & Associates, Inc.",Architect and Engineer Svcs,Columbus Sq Renovations,12/1/2015,11/30/2017,60,274997.00,142717.50,"Gilmore & Associates, Inc.",01,ADVERTISED,For Profit
1720680,1720680,PUBLIC PROPERTY,"Gilmore & Associates, Inc.",Architect and Engineer Svcs,Seger Park Site Design,4/13/2017,10/12/2019,741,215920.00,0.00,"Gilmore & Associates, Inc.",01,ADVERTISED,For Profit
1720702,1720702,PUBLIC PROPERTY,"Gilmore & Associates, Inc.",Architect and Engineer Svcs,L. A. Req. Contract,4/12/2017,4/11/2018,192,400000.00,0.00,"Gilmore & Associates, Inc.",01,ADVERTISED,For Profit
1420553,142055303,PUBLIC PROPERTY,"Ground Reconsidered, Inc",Architect and Engineer Svcs,FY17 LA SVCS REQ CONTRACT,6/30/2017,6/29/2018,271,400000.00,14995.00,"Ground Reconsidered, Inc",01,ADVERTISED,For Profit
1720705,1720705,PUBLIC PROPERTY,"Ground Reconsidered, Inc",Architect and Engineer Svcs,L. A. Req. Contract,4/12/2017,4/11/2018,192,400000.00,0.00,"Ground Reconsidered, Inc",01,ADVERTISED,For Profit
1720613,1720613,PUBLIC PROPERTY,"HAKS Engineers, PC",Architect and Engineer Svcs,MEP Sys Impr at PD 8,3/16/2017,3/15/2019,530,6360.00,0.00,"HAKS Engineers, PC",01,ADVERTISED,For Profit
1720778,1720778,PUBLIC PROPERTY,"HAKS, LLC",Architect and Engineer Svcs,Engineering Requirements,5/31/2017,5/30/2018,241,350000.00,0.00,"HAKS, LLC",01,ADVERTISED,Non Profit
1720622,1720622,PUBLIC PROPERTY,"J&M Preservation Studio, LLC",Architect and Engineer Svcs,PD 17 & 35 Roof Project,3/27/2017,9/26/2019,725,38870.00,12705.00,"J&M Preservation Studio, LLC",01,ADVERTISED,For Profit
1720704,1720704,PUBLIC PROPERTY,Langan Engineering & Environmental Services,Architect and Engineer Svcs,L. A. Req. Contract,4/12/2017,4/11/2018,192,400000.00,0.00,Langan Engineering & Environmental Services,01,ADVERTISED,For Profit
1420557,142055703,PUBLIC PROPERTY,"NV5, Inc.",Architect and Engineer Svcs,FY14 LS Arch Svc Req Cont,6/30/2017,6/29/2018,271,400000.00,9974.75,"NV5, Inc.",01,ADVERTISED,For Profit
1720703,1720703,PUBLIC PROPERTY,"NV5, Inc.",Architect and Engineer Svcs,L. A. Req. Contract,4/12/2017,4/11/2018,192,400000.00,0.00,"NV5, Inc.",01,ADVERTISED,For Profit
1720627,1720627,PUBLIC PROPERTY,Pennoni Associates Inc.,Architect and Engineer Svcs,Fuelsite Design Services,3/1/2017,2/28/2018,150,200000.00,0.00,Pennoni Associates Inc.,01,ADVERTISED,For Profit
1220556,122055604,PUBLIC PROPERTY,"Professional Systems Engineering, LLC",Architect and Engineer Svcs,Architectural Services,4/19/2017,10/18/2017,17,0.00,0.00,"Professional Systems Engineering, LLC",01,ADVERTISED,For Profit
1720326,1720326,PUBLIC PROPERTY,"Ramla Benaissa Architects, LLC",Architect and Engineer Svcs,MSB Elevator-Escalator,9/8/2016,3/7/2019,522,322940.00,188795.00,"Ramla Benaissa Architects, LLC",01,ADVERTISED,For Profit
1720646,1720646,PUBLIC PROPERTY,"Ramla Benaissa Architects, LLC",Architect and Engineer Svcs,Stenton/Woodstock Roof,3/1/2017,2/28/2020,880,98610.00,0.00,"Ramla Benaissa Architects, LLC",01,ADVERTISED,For Profit
1720819,1720819,PUBLIC PROPERTY,"Ramla Benaissa Architects, LLC",Architect and Engineer Svcs,One Parkway Elevator Reno,6/30/2017,12/29/2019,819,334500.00,0.00,"Ramla Benaissa Architects, LLC",01,ADVERTISED,For Profit
